if. postaje;Tip podatka;Èas;Vrednost;Ekstrem;Std. opomba;Opomba;Preneseno;Ime upor.;Èas sprem.
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);03.09.2014 11:45:00;236;;;;0;KM-ORA_LOAD;04.09.2014 06:22:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);08.09.2014 07:50:00;276;;;;0;KM-ORA_LOAD;08.09.2014 08:32:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);18.09.2014 09:30:00;238;;;;0;KM-ORA_LOAD;10.10.2014 09:12:03
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);22.09.2014 08:35:00;282;;;;0;KM-ORA_LOAD;10.10.2014 09:12:03
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);10.10.2014 08:40:00;270;;;;0;KM-ORA_LOAD;10.10.2014 09:12:03
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);20.10.2014 11:15:00;226;;;;0;KM-ORA_LOAD;18.11.2014 14:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);03.11.2014 08:35:00;258;;;;0;KM-ORA_LOAD;18.11.2014 14:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);05.11.2014 08:00:00;305;;;;0;KM-ROBIC;12.11.2014 10:14:14
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);10.11.2014 10:25:00;297;;;;0;KM-ORA_LOAD;18.11.2014 14:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);18.11.2014 07:45:00;284;;;;0;KM-ORA_LOAD;18.11.2014 14:12:03
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);25.11.2014 07:35:00;244;;;;0;KM-ORA_LOAD;29.12.2014 14:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);05.12.2014 08:45:00;297;;;;0;KM-ORA_LOAD;29.12.2014 14:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);08.12.2014 09:55:00;282;;;;0;KM-ORA_LOAD;29.12.2014 14:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);15.12.2014 08:50:00;221;;;;0;KM-ORA_LOAD;29.12.2014 14:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);29.12.2014 14:00:00;213;;;;0;KM-ORA_LOAD;29.12.2014 14:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);05.01.2015 09:10:00;242;;;;0;KM-ORA_LOAD;05.01.2015 16:42:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);12.01.2015 11:50:00;216;;;;0;KM-ORA_LOAD;15.01.2015 07:22:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);20.01.2015 09:50:00;274;;;;0;KM-ORA_LOAD;20.01.2015 11:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);26.01.2015 09:50:00;214;;;;0;KM-ORA_LOAD;26.01.2015 11:32:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);02.02.2015 08:25:00;311;;;;0;KM-ORA_LOAD;03.02.2015 11:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);09.02.2015 08:35:00;212;;;;0;KM-ORA_LOAD;10.02.2015 09:32:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);16.02.2015 09:30:00;236;;;;0;KM-ORA_LOAD;17.02.2015 08:32:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);02.03.2015 10:00:00;238;;;;0;KM-ORA_LOAD;02.03.2015 14:22:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);09.03.2015 09:15:00;217;;;;0;KM-ORA_LOAD;10.03.2015 07:32:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);16.03.2015 10:20:00;191;;;;0;KM-ORA_LOAD;17.03.2015 07:52:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);23.03.2015 12:45:00;231;;;;0;KM-ORA_LOAD;30.03.2015 09:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);30.03.2015 07:50:00;258;;;;0;KM-ORA_LOAD;30.03.2015 09:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);13.04.2015 07:50:00;190;;;;0;KM-ORA_LOAD;13.04.2015 11:32:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);22.04.2015 08:40:00;194;;;;0;KM-ORA_LOAD;04.05.2015 08:52:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);04.05.2015 08:00:00;241;;;;0;KM-ORA_LOAD;04.05.2015 08:52:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);11.05.2015 09:10:00;192;;;;0;KM-ORA_LOAD;22.05.2015 07:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);18.05.2015 07:45:00;232;;;;0;KM-ORA_LOAD;18.05.2015 09:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);03.06.2015 07:35:00;213;;;;0;KM-ORA_LOAD;03.06.2015 08:12:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);08.06.2015 06:55:00;166;;;;0;KM-ORA_LOAD;08.06.2015 07:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);15.06.2015 07:35:00;242;;;;0;KM-ORA_LOAD;15.06.2015 08:22:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);29.06.2015 08:35:00;244;;;;0;KM-ORA_LOAD;01.07.2015 09:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);06.07.2015 08:30:00;194;;;;0;KM-ORA_LOAD;06.07.2015 08:52:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);23.07.2015 08:50:00;214;;;;0;KM-ORA_LOAD;23.07.2015 09:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);27.07.2015 09:35:00;243;;;;0;KM-ORA_LOAD;27.07.2015 10:02:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);04.08.2015 07:35:00;200;;;;0;KM-ORA_LOAD;04.08.2015 08:32:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);10.08.2015 07:40:00;246;;;;0;KM-ORA_LOAD;10.08.2015 08:32:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);18.08.2015 07:30:00;225;;;;0;KM-ORA_LOAD;18.08.2015 13:52:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);24.08.2015 08:20:00;246;;;;0;KM-ORA_LOAD;24.08.2015 08:52:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);31.08.2015 12:50:00;242;;;;0;KM-ORA_LOAD;02.09.2015 08:32:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);07.09.2015 08:10:00;227;;;;0;KM-ORA_LOAD;14.09.2015 09:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);14.09.2015 08:10:00;277;;;*;0;KM-ORA_LOAD;14.09.2015 09:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);21.09.2015 10:05:00;236;;;;0;KM-ORA_LOAD;21.09.2015 14:52:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);28.09.2015 12:20:00;231;;;;0;KM-ORA_LOAD;28.09.2015 12:42:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);05.10.2015 07:50:00;234;;;;0;KM-ORA_LOAD;05.10.2015 09:02:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);12.10.2015 10:25:00;273;;;;0;KM-ORA_LOAD;14.10.2015 13:32:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);19.10.2015 09:00:00;255;;;;0;KM-ORA_LOAD;27.10.2015 12:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);27.10.2015 08:05:00;283;;;;0;KM-ORA_LOAD;27.10.2015 12:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);02.11.2015 08:50:00;228;;;;0;KM-ORA_LOAD;05.11.2015 13:02:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);09.11.2015 08:40:00;261;;;;0;KM-ORA_LOAD;09.11.2015 09:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);20.11.2015 09:30:00;226;;;;0;KM-ORA_LOAD;20.11.2015 15:02:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);30.11.2015 11:55:00;263;;;;0;KM-ORA_LOAD;30.11.2015 13:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);07.12.2015 08:15:00;236;;;;0;KM-ORA_LOAD;07.12.2015 09:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);08.12.2015 14:30:00;156;;;;0;KM-ORA_LOAD;08.12.2015 14:52:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);14.12.2015 08:40:00;242;;;;0;KM-ORA_LOAD;20.12.2015 16:32:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);21.12.2015 09:00:00;233;;;;0;KM-ORA_LOAD;28.12.2015 08:42:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);28.12.2015 13:45:00;186;;;;0;KM-ORA_LOAD;28.12.2015 14:32:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);04.01.2016 15:30:00;212;;;;0;KM-ORA_LOAD;04.01.2016 16:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);11.01.2016 11:45:00;282;;;;0;KM-ORA_LOAD;11.01.2016 13:02:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);20.01.2016 07:40:00;257;;;;0;KM-ORA_LOAD;16.02.2016 15:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);25.01.2016 09:00:00;241;;;;0;KM-ORA_LOAD;01.02.2016 14:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);01.02.2016 12:55:00;200;;;;0;KM-ORA_LOAD;01.02.2016 14:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);09.02.2016 11:25:00;258;;;;0;KM-ORA_LOAD;10.02.2016 09:32:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);15.02.2016 10:15:00;210;;;;0;KM-ORA_LOAD;15.02.2016 11:12:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);29.02.2016 08:30:00;262;;;;0;KM-ORA_LOAD;01.03.2016 08:42:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);08.03.2016 13:40:00;208;;;;0;KM-ORA_LOAD;08.03.2016 14:02:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);14.03.2016 08:50:00;182;;;;0;KM-ORA_LOAD;14.03.2016 11:12:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);18.03.2016 12:30:00;190;;;;0;KM-ORA_LOAD;18.03.2016 12:32:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);22.03.2016 07:05:00;238;;;;0;KM-ORA_LOAD;22.03.2016 13:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);29.03.2016 05:55:00;188;;;;0;KM-ORA_LOAD;12.04.2016 06:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);04.04.2016 06:10:00;245;;;*;0;KM-ORA_LOAD;12.04.2016 06:32:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);11.04.2016 06:20:00;178;;;*;0;KM-ORA_LOAD;12.04.2016 06:32:03
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);19.04.2016 07:55:00;248;;;;0;KM-ORA_LOAD;19.04.2016 09:52:03
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);25.04.2016 05:50:00;182;;;;0;KM-ORA_LOAD;25.04.2016 06:42:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);03.05.2016 05:40:00;250;;;;0;KM-ORA_LOAD;03.05.2016 06:12:03
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);09.05.2016 05:40:00;256;;;;0;KM-ORA_LOAD;09.05.2016 06:12:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);09.05.2016 19:00:00;220;;;;0;KM-ORA_LOAD;09.05.2016 19:12:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);19.05.2016 05:50:00;224;;;;0;KM-ORA_LOAD;19.05.2016 06:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);19.05.2016 12:30:00;233;;;;0;KM-ORA_LOAD;19.05.2016 11:42:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);23.05.2016 05:40:00;186;;;;0;KM-ORA_LOAD;30.05.2016 06:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);30.05.2016 05:55:00;226;;;;0;KM-ORA_LOAD;30.05.2016 06:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);06.06.2016 05:35:00;172;;;;0;KM-ORA_LOAD;06.06.2016 06:02:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);10.06.2016 11:15:00;233;;;;0;KM-ORA_LOAD;10.06.2016 11:22:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);13.06.2016 05:55:00;225;;;;0;KM-ORA_LOAD;13.06.2016 13:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);20.06.2016 05:45:00;200;;;;0;KM-ORA_LOAD;20.06.2016 07:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);27.06.2016 05:50:00;210;;;;0;KM-ORA_LOAD;27.06.2016 06:12:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);04.07.2016 06:40:00;200;;;;0;KM-ORA_LOAD;04.07.2016 08:42:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);11.07.2016 05:45:00;202;;;;0;KM-ORA_LOAD;11.07.2016 06:42:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);18.07.2016 05:55:00;207;;;;0;KM-ORA_LOAD;18.07.2016 06:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);25.07.2016 05:35:00;180;;;;0;KM-ORA_LOAD;25.07.2016 06:22:00
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);01.08.2016 05:40:00;206;;;;0;KM-ORA_LOAD;04.08.2016 06:02:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);02.08.2016 06:05:00;202;;;;0;KM-ORA_LOAD;04.08.2016 06:12:00
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);08.08.2016 05:40:00;184;;;;0;KM-ORA_LOAD;08.08.2016 07:02:00
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);10.08.2016 08:10:00;229;;;;0;KM-ORA_LOAD;10.08.2016 09:42:00
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);15.08.2016 08:20:00;252;;;;0;KM-ORA_LOAD;17.08.2016 08:42:00
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);22.08.2016 05:50:00;162;;;;0;KM-ORA_LOAD;22.08.2016 07:32:00
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);29.08.2016 06:45:00;248;;;;0;KM-ORA_LOAD;05.09.2016 10:12:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);05.09.2016 09:05:00;255;;;;0;KM-ORA_LOAD;05.09.2016 10:02:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);12.09.2016 05:50:00;249;;;;0;KM-ORA_LOAD;13.09.2016 08:42:04
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);19.09.2016 06:30:00;216;;;;0;KM-ORA_LOAD;19.09.2016 07:52:03
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);26.09.2016 06:10:00;248;;;;0;KM-ORA_LOAD;26.09.2016 07:12:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);03.10.2016 09:40:00;275;;;;0;KM-ORA_LOAD;07.11.2016 13:05:25
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);10.10.2016 13:10:00;225;;;;0;KM-ORA_LOAD;07.11.2016 13:05:26
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);11.10.2016 13:45:00;212;;;;0;KM-ORA_LOAD;07.11.2016 13:05:26
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);12.10.2016 11:28:00;232;;;;0;KM-ORA_LOAD;07.11.2016 13:05:26
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);19.10.2016 08:25:00;256;;;;0;KM-ORA_LOAD;07.11.2016 13:05:28
